idx,word,examples,phrases,distractors,batch,category,meanings,note,etymology,script,rare_kanji,complexity,retired
238,ネカフェ,"[{""word"": ""ネカフェに行く"", ""reading"": ""ねかふぇにいく"", ""meaning"": ""to go to the internet cafe"", ""tags"": []}]","[{""word"": ""ネカフェに行く"", ""reading"": ""ねかふぇにいく"", ""meaning"": ""to go to the internet cafe"", ""tags"": []}, {""word"": ""ネカフェの前で"", ""reading"": ""ねかふぇのまえで"", ""meaning"": ""in front of the internet cafe""}, {""word"": ""駅の近くのネカフェ"", ""reading"": ""えきのちかくのねかふぇ"", ""meaning"": ""the internet cafe near the station""}]","[{""word"": ""ネーカフェ"", ""reading"": ""ねーかふぇ"", ""meaning"": ""(non-word)""}, {""word"": ""ネガフェ"", ""reading"": ""ねがふぇ"", ""meaning"": ""(non-word)""}, {""word"": ""ネカブェ"", ""reading"": ""ねかぶぇ"", ""meaning"": ""(non-word)""}]",4,City,internet cafe,short for ネットカフェ,from English internet cafe,katakana,,4,false
239,ライブハウス,"[{""word"": ""ライブハウスに行く"", ""reading"": ""らいぶはうすにいく"", ""meaning"": ""to go to the small music venue"", ""tags"": []}]","[{""word"": ""ライブハウスに行く"", ""reading"": ""らいぶはうすにいく"", ""meaning"": ""to go to the small music venue"", ""tags"": []}, {""word"": ""ライブハウスの前で"", ""reading"": ""らいぶはうすのまえで"", ""meaning"": ""in front of the small music venue""}, {""word"": ""駅の近くのライブハウス"", ""reading"": ""えきのちかくのらいぶはうす"", ""meaning"": ""the small music venue near the station""}]","[{""word"": ""ラーイブハウス"", ""reading"": ""らーいぶはうす"", ""meaning"": ""(non-word)""}, {""word"": ""ライプハウス"", ""reading"": ""らいぷはうす"", ""meaning"": ""(non-word)""}, {""word"": ""ライブバウス"", ""reading"": ""らいぶばうす"", ""meaning"": ""(non-word)""}]",4,City,small music venue,wasei,from English small music venue,katakana,,6,false
240,ドラッグストア,"[{""word"": ""ドラッグストアに行く"", ""reading"": ""どらっぐすとあにいく"", ""meaning"": ""to go to the drugstore"", ""tags"": []}]","[{""word"": ""ドラッグストアに行く"", ""reading"": ""どらっぐすとあにいく"", ""meaning"": ""to go to the drugstore"", ""tags"": []}, {""word"": ""ドラッグストアの前で"", ""reading"": ""どらっぐすとあのまえで"", ""meaning"": ""in front of the drugstore""}, {""word"": ""駅の近くのドラッグストア"", ""reading"": ""えきのちかくのどらっぐすとあ"", ""meaning"": ""the drugstore near the station""}]","[{""word"": ""ドーラッグストア"", ""reading"": ""どーらっぐすとあ"", ""meaning"": ""(non-word)""}, {""word"": ""トラッグストア"", ""reading"": ""とらっぐすとあ"", ""meaning"": ""(non-word)""}, {""word"": ""ドラックストア"", ""reading"": ""どらっくすとあ"", ""meaning"": ""(non-word)""}]",4,City,drugstore,,from English drugstore,katakana,,7,false
241,ホームセンター,"[{""word"": ""ホームセンターに行く"", ""reading"": ""ほーむせんたーにいく"", ""meaning"": ""to go to the hardware / home improvement store"", ""tags"": []}]","[{""word"": ""ホームセンターに行く"", ""reading"": ""ほーむせんたーにいく"", ""meaning"": ""to go to the hardware / home improvement store"", ""tags"": []}, {""word"": ""ホームセンターの前で"", ""reading"": ""ほーむせんたーのまえで"", ""meaning"": ""in front of the hardware / home improvement store""}, {""word"": ""駅の近くのホームセンター"", ""reading"": ""えきのちかくのほーむせんたー"", ""meaning"": ""the hardware / home improvement store near the station""}]","[{""word"": ""ホムセンター"", ""reading"": ""ほむせんたー"", ""meaning"": ""(non-word)""}, {""word"": ""ボームセンター"", ""reading"": ""ぼーむせんたー"", ""meaning"": ""(non-word)""}, {""word"": ""ホームゼンター"", ""reading"": ""ほーむぜんたー"", ""meaning"": ""(non-word)""}]",4,City,hardware / home improvement store,wasei,from English hardware / home improvement store,katakana,,7,false
242,ショッピングモール,"[{""word"": ""ショッピングモールに行く"", ""reading"": ""しょっぴんぐもーるにいく"", ""meaning"": ""to go to the shopping mall"", ""tags"": []}]","[{""word"": ""ショッピングモールに行く"", ""reading"": ""しょっぴんぐもーるにいく"", ""meaning"": ""to go to the shopping mall"", ""tags"": []}, {""word"": ""ショッピングモールの前で"", ""reading"": ""しょっぴんぐもーるのまえで"", ""meaning"": ""in front of the shopping mall""}, {""word"": ""駅の近くのショッピングモール"", ""reading"": ""えきのちかくのしょっぴんぐもーる"", ""meaning"": ""the shopping mall near the station""}]","[{""word"": ""ショッピングモル"", ""reading"": ""しょっぴんぐもる"", ""meaning"": ""(non-word)""}, {""word"": ""ジョッピングモール"", ""reading"": ""じょっぴんぐもーる"", ""meaning"": ""(non-word)""}, {""word"": ""ショッビングモール"", ""reading"": ""しょっびんぐもーる"", ""meaning"": ""(non-word)""}]",4,City,shopping mall,,from English shopping mall,katakana,,9,false
243,アウトレット,"[{""word"": ""アウトレットに行く"", ""reading"": ""あうとれっとにいく"", ""meaning"": ""to go to the outlet mall"", ""tags"": []}]","[{""word"": ""アウトレットに行く"", ""reading"": ""あうとれっとにいく"", ""meaning"": ""to go to the outlet mall"", ""tags"": []}, {""word"": ""アウトレットの前で"", ""reading"": ""あうとれっとのまえで"", ""meaning"": ""in front of the outlet mall""}, {""word"": ""駅の近くのアウトレット"", ""reading"": ""えきのちかくのあうとれっと"", ""meaning"": ""the outlet mall near the station""}]","[{""word"": ""アーウトレット"", ""reading"": ""あーうとれっと"", ""meaning"": ""(non-word)""}, {""word"": ""アウドレット"", ""reading"": ""あうどれっと"", ""meaning"": ""(non-word)""}, {""word"": ""アウトレッド"", ""reading"": ""あうとれっど"", ""meaning"": ""(non-word)""}]",4,City,outlet mall,,from English outlet mall,katakana,,6,false
244,リサイクルショップ,"[{""word"": ""リサイクルショップに行く"", ""reading"": ""りさいくるしょっぷにいく"", ""meaning"": ""to go to the secondhand goods store"", ""tags"": []}]","[{""word"": ""リサイクルショップに行く"", ""reading"": ""りさいくるしょっぷにいく"", ""meaning"": ""to go to the secondhand goods store"", ""tags"": []}, {""word"": ""リサイクルショップの前で"", ""reading"": ""りさいくるしょっぷのまえで"", ""meaning"": ""in front of the secondhand goods store""}, {""word"": ""駅の近くのリサイクルショップ"", ""reading"": ""えきのちかくのりさいくるしょっぷ"", ""meaning"": ""the secondhand goods store near the station""}]","[{""word"": ""リーサイクルショップ"", ""reading"": ""りーさいくるしょっぷ"", ""meaning"": ""(non-word)""}, {""word"": ""リザイクルショップ"", ""reading"": ""りざいくるしょっぷ"", ""meaning"": ""(non-word)""}, {""word"": ""リサイグルショップ"", ""reading"": ""りさいぐるしょっぷ"", ""meaning"": ""(non-word)""}]",4,City,secondhand goods store,wasei,from English secondhand goods store,katakana,,9,false
245,フリマ,"[{""word"": ""フリマに行く"", ""reading"": ""ふりまにいく"", ""meaning"": ""to go to the flea market"", ""tags"": []}]","[{""word"": ""フリマに行く"", ""reading"": ""ふりまにいく"", ""meaning"": ""to go to the flea market"", ""tags"": []}, {""word"": ""フリマの前で"", ""reading"": ""ふりまのまえで"", ""meaning"": ""in front of the flea market""}, {""word"": ""駅の近くのフリマ"", ""reading"": ""えきのちかくのふりま"", ""meaning"": ""the flea market near the station""}]","[{""word"": ""フーリマ"", ""reading"": ""ふーりま"", ""meaning"": ""(non-word)""}, {""word"": ""ブリマ"", ""reading"": ""ぶりま"", ""meaning"": ""(non-word)""}, {""word"": ""フリッマ"", ""reading"": ""ふりっま"", ""meaning"": ""(non-word)""}]",4,City,flea market,short for フリーマーケット,from English flea market,katakana,,3,false
246,コインランドリー,"[{""word"": ""コインランドリーに行く"", ""reading"": ""こいんらんどりーにいく"", ""meaning"": ""to go to the laundromat"", ""tags"": []}]","[{""word"": ""コインランドリーに行く"", ""reading"": ""こいんらんどりーにいく"", ""meaning"": ""to go to the laundromat"", ""tags"": []}, {""word"": ""コインランドリーの前で"", ""reading"": ""こいんらんどりーのまえで"", ""meaning"": ""in front of the laundromat""}, {""word"": ""駅の近くのコインランドリー"", ""reading"": ""えきのちかくのこいんらんどりー"", ""meaning"": ""the laundromat near the station""}]","[{""word"": ""コインランドリ"", ""reading"": ""こいんらんどり"", ""meaning"": ""(non-word)""}, {""word"": ""ゴインランドリー"", ""reading"": ""ごいんらんどりー"", ""meaning"": ""(non-word)""}, {""word"": ""コインラントリー"", ""reading"": ""こいんらんとりー"", ""meaning"": ""(non-word)""}]",4,City,laundromat,wasei,from English laundromat,katakana,,8,false
247,クリーニング,"[{""word"": ""クリーニングに行く"", ""reading"": ""くりーにんぐにいく"", ""meaning"": ""to go to the dry cleaner's"", ""tags"": []}]","[{""word"": ""クリーニングに行く"", ""reading"": ""くりーにんぐにいく"", ""meaning"": ""to go to the dry cleaner's"", ""tags"": []}, {""word"": ""クリーニングの前で"", ""reading"": ""くりーにんぐのまえで"", ""meaning"": ""in front of the dry cleaner's""}, {""word"": ""駅の近くのクリーニング"", ""reading"": ""えきのちかくのくりーにんぐ"", ""meaning"": ""the dry cleaner's near the station""}]","[{""word"": ""クリニング"", ""reading"": ""くりにんぐ"", ""meaning"": ""(non-word)""}, {""word"": ""グリーニング"", ""reading"": ""ぐりーにんぐ"", ""meaning"": ""(non-word)""}, {""word"": ""クリーニンク"", ""reading"": ""くりーにんく"", ""meaning"": ""(non-word)""}]",4,City,dry cleaner's,usually クリーニング屋,from English dry cleaner's,katakana,,6,false
248,ガソリンスタンド,"[{""word"": ""ガソリンスタンドに行く"", ""reading"": ""がそりんすたんどにいく"", ""meaning"": ""to go to the gas station"", ""tags"": []}]","[{""word"": ""ガソリンスタンドに行く"", ""reading"": ""がそりんすたんどにいく"", ""meaning"": ""to go to the gas station"", ""tags"": []}, {""word"": ""ガソリンスタンドの前で"", ""reading"": ""がそりんすたんどのまえで"", ""meaning"": ""in front of the gas station""}, {""word"": ""駅の近くのガソリンスタンド"", ""reading"": ""えきのちかくのがそりんすたんど"", ""meaning"": ""the gas station near the station""}]","[{""word"": ""ガーソリンスタンド"", ""reading"": ""がーそりんすたんど"", ""meaning"": ""(non-word)""}, {""word"": ""カソリンスタンド"", ""reading"": ""かそりんすたんど"", ""meaning"": ""(non-word)""}, {""word"": ""ガゾリンスタンド"", ""reading"": ""がぞりんすたんど"", ""meaning"": ""(non-word)""}]",4,City,gas station,wasei,from English gas station,katakana,,8,false
249,コインパーキング,"[{""word"": ""コインパーキングに行く"", ""reading"": ""こいんぱーきんぐにいく"", ""meaning"": ""to go to the pay-by-the-hour parking lot"", ""tags"": []}]","[{""word"": ""コインパーキングに行く"", ""reading"": ""こいんぱーきんぐにいく"", ""meaning"": ""to go to the pay-by-the-hour parking lot"", ""tags"": []}, {""word"": ""コインパーキングの前で"", ""reading"": ""こいんぱーきんぐのまえで"", ""meaning"": ""in front of the pay-by-the-hour parking lot""}, {""word"": ""駅の近くのコインパーキング"", ""reading"": ""えきのちかくのこいんぱーきんぐ"", ""meaning"": ""the pay-by-the-hour parking lot near the station""}]","[{""word"": ""コインパキング"", ""reading"": ""こいんぱきんぐ"", ""meaning"": ""(non-word)""}, {""word"": ""ゴインパーキング"", ""reading"": ""ごいんぱーきんぐ"", ""meaning"": ""(non-word)""}, {""word"": ""コインバーキング"", ""reading"": ""こいんばーきんぐ"", ""meaning"": ""(non-word)""}]",4,City,pay-by-the-hour parking lot,wasei,from English pay-by-the-hour parking lot,katakana,,8,false
250,サービスエリア,"[{""word"": ""サービスエリアに行く"", ""reading"": ""さーびすえりあにいく"", ""meaning"": ""to go to the highway rest stop"", ""tags"": []}]","[{""word"": ""サービスエリアに行く"", ""reading"": ""さーびすえりあにいく"", ""meaning"": ""to go to the highway rest stop"", ""tags"": []}, {""word"": ""サービスエリアの前で"", ""reading"": ""さーびすえりあのまえで"", ""meaning"": ""in front of the highway rest stop""}, {""word"": ""駅の近くのサービスエリア"", ""reading"": ""えきのちかくのさーびすえりあ"", ""meaning"": ""the highway rest stop near the station""}]","[{""word"": ""サビスエリア"", ""reading"": ""さびすえりあ"", ""meaning"": ""(non-word)""}, {""word"": ""ザービスエリア"", ""reading"": ""ざーびすえりあ"", ""meaning"": ""(non-word)""}, {""word"": ""サーピスエリア"", ""reading"": ""さーぴすえりあ"", ""meaning"": ""(non-word)""}]",4,City,highway rest stop,wasei,from English highway rest stop,katakana,,7,false
251,ロータリー,"[{""word"": ""ロータリーに行く"", ""reading"": ""ろーたりーにいく"", ""meaning"": ""to go to the station-front plaza / roundabout"", ""tags"": []}]","[{""word"": ""ロータリーに行く"", ""reading"": ""ろーたりーにいく"", ""meaning"": ""to go to the station-front plaza / roundabout"", ""tags"": []}, {""word"": ""ロータリーの前で"", ""reading"": ""ろーたりーのまえで"", ""meaning"": ""in front of the station-front plaza / roundabout""}, {""word"": ""駅の近くのロータリー"", ""reading"": ""えきのちかくのろーたりー"", ""meaning"": ""the station-front plaza / roundabout near the station""}]","[{""word"": ""ロタリー"", ""reading"": ""ろたりー"", ""meaning"": ""(non-word)""}, {""word"": ""ローダリー"", ""reading"": ""ろーだりー"", ""meaning"": ""(non-word)""}, {""word"": ""ローッタリー"", ""reading"": ""ろーったりー"", ""meaning"": ""(non-word)""}]",4,City,station-front plaza / roundabout,,from English station-front plaza / roundabout,katakana,,5,false
252,アーケード,"[{""word"": ""アーケードに行く"", ""reading"": ""あーけーどにいく"", ""meaning"": ""to go to the covered shopping street"", ""tags"": []}]","[{""word"": ""アーケードに行く"", ""reading"": ""あーけーどにいく"", ""meaning"": ""to go to the covered shopping street"", ""tags"": []}, {""word"": ""アーケードの前で"", ""reading"": ""あーけーどのまえで"", ""meaning"": ""in front of the covered shopping street""}, {""word"": ""駅の近くのアーケード"", ""reading"": ""えきのちかくのあーけーど"", ""meaning"": ""the covered shopping street near the station""}]","[{""word"": ""アケード"", ""reading"": ""あけーど"", ""meaning"": ""(non-word)""}, {""word"": ""アーゲード"", ""reading"": ""あーげーど"", ""meaning"": ""(non-word)""}, {""word"": ""アーケート"", ""reading"": ""あーけーと"", ""meaning"": ""(non-word)""}]",4,City,covered shopping street,,from English covered shopping street,katakana,,5,false
253,ハローワーク,"[{""word"": ""ハローワークに行く"", ""reading"": ""はろーわーくにいく"", ""meaning"": ""to go to the government employment office"", ""tags"": []}]","[{""word"": ""ハローワークに行く"", ""reading"": ""はろーわーくにいく"", ""meaning"": ""to go to the government employment office"", ""tags"": []}, {""word"": ""ハローワークの前で"", ""reading"": ""はろーわーくのまえで"", ""meaning"": ""in front of the government employment office""}, {""word"": ""駅の近くのハローワーク"", ""reading"": ""えきのちかくのはろーわーく"", ""meaning"": ""the government employment office near the station""}]","[{""word"": ""ハロワーク"", ""reading"": ""はろわーく"", ""meaning"": ""(non-word)""}, {""word"": ""バローワーク"", ""reading"": ""ばろーわーく"", ""meaning"": ""(non-word)""}, {""word"": ""ハローワーグ"", ""reading"": ""はろーわーぐ"", ""meaning"": ""(non-word)""}]",4,City,government employment office,wasei,from English government employment office,katakana,,6,false
254,ホーム,"[{""word"": ""ホームで待つ"", ""reading"": ""ほーむでまつ"", ""meaning"": ""to wait on the platform"", ""tags"": []}]","[{""word"": ""ホームで待つ"", ""reading"": ""ほーむでまつ"", ""meaning"": ""to wait on the platform"", ""tags"": []}, {""word"": ""ホームの前で"", ""reading"": ""ほーむのまえで"", ""meaning"": ""in front of the train platform""}, {""word"": ""駅の近くのホーム"", ""reading"": ""えきのちかくのほーむ"", ""meaning"": ""the train platform near the station""}]","[{""word"": ""ホム"", ""reading"": ""ほむ"", ""meaning"": ""(non-word)""}, {""word"": ""ボーム"", ""reading"": ""ぼーむ"", ""meaning"": ""(non-word)""}, {""word"": ""ホーッム"", ""reading"": ""ほーっむ"", ""meaning"": ""(non-word)""}]",4,City,train platform,clipped from プラットホーム,from English train platform,katakana,,3,false
255,キオスク,"[{""word"": ""キオスクに行く"", ""reading"": ""きおすくにいく"", ""meaning"": ""to go to the station kiosk"", ""tags"": []}]","[{""word"": ""キオスクに行く"", ""reading"": ""きおすくにいく"", ""meaning"": ""to go to the station kiosk"", ""tags"": []}, {""word"": ""キオスクの前で"", ""reading"": ""きおすくのまえで"", ""meaning"": ""in front of the station kiosk""}, {""word"": ""駅の近くのキオスク"", ""reading"": ""えきのちかくのきおすく"", ""meaning"": ""the station kiosk near the station""}]","[{""word"": ""キーオスク"", ""reading"": ""きーおすく"", ""meaning"": ""(non-word)""}, {""word"": ""ギオスク"", ""reading"": ""ぎおすく"", ""meaning"": ""(non-word)""}, {""word"": ""キオズク"", ""reading"": ""きおずく"", ""meaning"": ""(non-word)""}]",4,City,station kiosk,,from English station kiosk,katakana,,4,false
256,コインロッカー,"[{""word"": ""コインロッカーに行く"", ""reading"": ""こいんろっかーにいく"", ""meaning"": ""to go to the coin locker"", ""tags"": []}]","[{""word"": ""コインロッカーに行く"", ""reading"": ""こいんろっかーにいく"", ""meaning"": ""to go to the coin locker"", ""tags"": []}, {""word"": ""コインロッカーの前で"", ""reading"": ""こいんろっかーのまえで"", ""meaning"": ""in front of the coin locker""}, {""word"": ""駅の近くのコインロッカー"", ""reading"": ""えきのちかくのこいんろっかー"", ""meaning"": ""the coin locker near the station""}]","[{""word"": ""コインロッカ"", ""reading"": ""こいんろっか"", ""meaning"": ""(non-word)""}, {""word"": ""ゴインロッカー"", ""reading"": ""ごいんろっかー"", ""meaning"": ""(non-word)""}, {""word"": ""コインロッガー"", ""reading"": ""こいんろっがー"", ""meaning"": ""(non-word)""}]",4,City,coin locker,wasei,from English coin locker,katakana,,7,false
257,ホテル,"[{""word"": ""ホテルに行く"", ""reading"": ""ほてるにいく"", ""meaning"": ""to go to the hotel"", ""tags"": []}]","[{""word"": ""ホテルに行く"", ""reading"": ""ほてるにいく"", ""meaning"": ""to go to the hotel"", ""tags"": []}, {""word"": ""ホテルの前で"", ""reading"": ""ほてるのまえで"", ""meaning"": ""in front of the hotel""}, {""word"": ""駅の近くのホテル"", ""reading"": ""えきのちかくのほてる"", ""meaning"": ""the hotel near the station""}]","[{""word"": ""ホーテル"", ""reading"": ""ほーてる"", ""meaning"": ""(non-word)""}, {""word"": ""ボテル"", ""reading"": ""ぼてる"", ""meaning"": ""(non-word)""}, {""word"": ""ホデル"", ""reading"": ""ほでる"", ""meaning"": ""(non-word)""}]",4,City,hotel,,from English hotel,katakana,,3,false
258,ビジネスホテル,"[{""word"": ""ビジネスホテルに行く"", ""reading"": ""びじねすほてるにいく"", ""meaning"": ""to go to the budget business hotel"", ""tags"": []}]","[{""word"": ""ビジネスホテルに行く"", ""reading"": ""びじねすほてるにいく"", ""meaning"": ""to go to the budget business hotel"", ""tags"": []}, {""word"": ""ビジネスホテルの前で"", ""reading"": ""びじねすほてるのまえで"", ""meaning"": ""in front of the budget business hotel""}, {""word"": ""駅の近くのビジネスホテル"", ""reading"": ""えきのちかくのびじねすほてる"", ""meaning"": ""the budget business hotel near the station""}]","[{""word"": ""ビージネスホテル"", ""reading"": ""びーじねすほてる"", ""meaning"": ""(non-word)""}, {""word"": ""ピジネスホテル"", ""reading"": ""ぴじねすほてる"", ""meaning"": ""(non-word)""}, {""word"": ""ビシネスホテル"", ""reading"": ""びしねすほてる"", ""meaning"": ""(non-word)""}]",4,City,budget business hotel,wasei,from English budget business hotel,katakana,,7,false
259,カプセルホテル,"[{""word"": ""カプセルホテルに行く"", ""reading"": ""かぷせるほてるにいく"", ""meaning"": ""to go to the capsule hotel"", ""tags"": []}]","[{""word"": ""カプセルホテルに行く"", ""reading"": ""かぷせるほてるにいく"", ""meaning"": ""to go to the capsule hotel"", ""tags"": []}, {""word"": ""カプセルホテルの前で"", ""reading"": ""かぷせるほてるのまえで"", ""meaning"": ""in front of the capsule hotel""}, {""word"": ""駅の近くのカプセルホテル"", ""reading"": ""えきのちかくのかぷせるほてる"", ""meaning"": ""the capsule hotel near the station""}]","[{""word"": ""カープセルホテル"", ""reading"": ""かーぷせるほてる"", ""meaning"": ""(non-word)""}, {""word"": ""ガプセルホテル"", ""reading"": ""がぷせるほてる"", ""meaning"": ""(non-word)""}, {""word"": ""カブセルホテル"", ""reading"": ""かぶせるほてる"", ""meaning"": ""(non-word)""}]",4,City,capsule hotel,,from English capsule hotel,katakana,,7,false
260,ペンション,"[{""word"": ""ペンションに行く"", ""reading"": ""ぺんしょんにいく"", ""meaning"": ""to go to the small resort guesthouse"", ""tags"": []}]","[{""word"": ""ペンションに行く"", ""reading"": ""ぺんしょんにいく"", ""meaning"": ""to go to the small resort guesthouse"", ""tags"": []}, {""word"": ""ペンションの前で"", ""reading"": ""ぺんしょんのまえで"", ""meaning"": ""in front of the small resort guesthouse""}, {""word"": ""駅の近くのペンション"", ""reading"": ""えきのちかくのぺんしょん"", ""meaning"": ""the small resort guesthouse near the station""}]","[{""word"": ""ペーンション"", ""reading"": ""ぺーんしょん"", ""meaning"": ""(non-word)""}, {""word"": ""ベンション"", ""reading"": ""べんしょん"", ""meaning"": ""(non-word)""}, {""word"": ""ペンジョン"", ""reading"": ""ぺんじょん"", ""meaning"": ""(non-word)""}]",4,City,small resort guesthouse,NOT a pension,from English small resort guesthouse,katakana,,5,false
261,タワー,"[{""word"": ""タワーに行く"", ""reading"": ""たわーにいく"", ""meaning"": ""to go to the tower"", ""tags"": []}]","[{""word"": ""タワーに行く"", ""reading"": ""たわーにいく"", ""meaning"": ""to go to the tower"", ""tags"": []}, {""word"": ""タワーの前で"", ""reading"": ""たわーのまえで"", ""meaning"": ""in front of the tower""}, {""word"": ""駅の近くのタワー"", ""reading"": ""えきのちかくのたわー"", ""meaning"": ""the tower near the station""}]","[{""word"": ""タワ"", ""reading"": ""たわ"", ""meaning"": ""(non-word)""}, {""word"": ""ダワー"", ""reading"": ""だわー"", ""meaning"": ""(non-word)""}, {""word"": ""タワッー"", ""reading"": ""たわっー"", ""meaning"": ""(non-word)""}]",4,City,tower,,from English tower,katakana,,3,false
262,ドーム,"[{""word"": ""ドームに行く"", ""reading"": ""どーむにいく"", ""meaning"": ""to go to the dome stadium"", ""tags"": []}]","[{""word"": ""ドームに行く"", ""reading"": ""どーむにいく"", ""meaning"": ""to go to the dome stadium"", ""tags"": []}, {""word"": ""ドームの前で"", ""reading"": ""どーむのまえで"", ""meaning"": ""in front of the dome stadium""}, {""word"": ""駅の近くのドーム"", ""reading"": ""えきのちかくのどーむ"", ""meaning"": ""the dome stadium near the station""}]","[{""word"": ""ドム"", ""reading"": ""どむ"", ""meaning"": ""(non-word)""}, {""word"": ""トーム"", ""reading"": ""とーむ"", ""meaning"": ""(non-word)""}, {""word"": ""ドーッム"", ""reading"": ""どーっむ"", ""meaning"": ""(non-word)""}]",4,City,dome stadium,,from English dome stadium,katakana,,3,false
263,スタジアム,"[{""word"": ""スタジアムに行く"", ""reading"": ""すたじあむにいく"", ""meaning"": ""to go to the stadium"", ""tags"": []}]","[{""word"": ""スタジアムに行く"", ""reading"": ""すたじあむにいく"", ""meaning"": ""to go to the stadium"", ""tags"": []}, {""word"": ""スタジアムの前で"", ""reading"": ""すたじあむのまえで"", ""meaning"": ""in front of the stadium""}, {""word"": ""駅の近くのスタジアム"", ""reading"": ""えきのちかくのすたじあむ"", ""meaning"": ""the stadium near the station""}]","[{""word"": ""スータジアム"", ""reading"": ""すーたじあむ"", ""meaning"": ""(non-word)""}, {""word"": ""ズタジアム"", ""reading"": ""ずたじあむ"", ""meaning"": ""(non-word)""}, {""word"": ""スダジアム"", ""reading"": ""すだじあむ"", ""meaning"": ""(non-word)""}]",4,City,stadium,,from English stadium,katakana,,5,false
264,シネコン,"[{""word"": ""シネコンに行く"", ""reading"": ""しねこんにいく"", ""meaning"": ""to go to the multiplex cinema"", ""tags"": []}]","[{""word"": ""シネコンに行く"", ""reading"": ""しねこんにいく"", ""meaning"": ""to go to the multiplex cinema"", ""tags"": []}, {""word"": ""シネコンの前で"", ""reading"": ""しねこんのまえで"", ""meaning"": ""in front of the multiplex cinema""}, {""word"": ""駅の近くのシネコン"", ""reading"": ""えきのちかくのしねこん"", ""meaning"": ""the multiplex cinema near the station""}]","[{""word"": ""シーネコン"", ""reading"": ""しーねこん"", ""meaning"": ""(non-word)""}, {""word"": ""ジネコン"", ""reading"": ""じねこん"", ""meaning"": ""(non-word)""}, {""word"": ""シネゴン"", ""reading"": ""しねごん"", ""meaning"": ""(non-word)""}]",4,City,multiplex cinema,short for シネマコンプレックス,from English multiplex cinema,katakana,,4,false
265,バッティングセンター,"[{""word"": ""バッティングセンターに行く"", ""reading"": ""ばってぃんぐせんたーにいく"", ""meaning"": ""to go to the batting cage center"", ""tags"": []}]","[{""word"": ""バッティングセンターに行く"", ""reading"": ""ばってぃんぐせんたーにいく"", ""meaning"": ""to go to the batting cage center"", ""tags"": []}, {""word"": ""バッティングセンターの前で"", ""reading"": ""ばってぃんぐせんたーのまえで"", ""meaning"": ""in front of the batting cage center""}, {""word"": ""駅の近くのバッティングセンター"", ""reading"": ""えきのちかくのばってぃんぐせんたー"", ""meaning"": ""the batting cage center near the station""}]","[{""word"": ""バッティングセンタ"", ""reading"": ""ばってぃんぐせんた"", ""meaning"": ""(non-word)""}, {""word"": ""パッティングセンター"", ""reading"": ""ぱってぃんぐせんたー"", ""meaning"": ""(non-word)""}, {""word"": ""バッディングセンター"", ""reading"": ""ばっでぃんぐせんたー"", ""meaning"": ""(non-word)""}]",4,City,batting cage center,wasei,from English batting cage center,katakana,,10,false
266,つける,"[{""word"": ""電気をつける"", ""reading"": ""でんきをつける"", ""meaning"": ""to turn on the light"", ""tags"": []}]","[{""word"": ""電気をつける"", ""reading"": ""でんきをつける"", ""meaning"": ""to turn on the light"", ""tags"": []}, {""word"": ""火をつける"", ""reading"": ""ひをつける"", ""meaning"": ""to light a fire""}, {""word"": ""気をつける"", ""reading"": ""きをつける"", ""meaning"": ""to be careful""}]","[{""word"": ""つげる"", ""reading"": ""つげる"", ""meaning"": ""(non-word)""}, {""word"": ""づける"", ""reading"": ""づける"", ""meaning"": ""(non-word)""}, {""word"": ""ちける"", ""reading"": ""ちける"", ""meaning"": ""(non-word)""}]",1,Actions,to turn on / to light,,native Japanese,hiragana,点ける,3,false
267,なくす,"[{""word"": ""お金をなくす"", ""reading"": ""おかねをなくす"", ""meaning"": ""to lose money"", ""tags"": []}]","[{""word"": ""お金をなくす"", ""reading"": ""おかねをなくす"", ""meaning"": ""to lose money"", ""tags"": []}, {""word"": ""かばんをなくす"", ""reading"": ""かばんをなくす"", ""meaning"": ""to lose a bag""}, {""word"": ""ハンコをなくす"", ""reading"": ""はんこをなくす"", ""meaning"": ""to lose a seal""}]","[{""word"": ""なぐす"", ""reading"": ""なぐす"", ""meaning"": ""(non-word)""}, {""word"": ""なくず"", ""reading"": ""なくず"", ""meaning"": ""(non-word)""}, {""word"": ""なっくす"", ""reading"": ""なっくす"", ""meaning"": ""(non-word)""}]",1,Actions,to lose (something),,native Japanese,hiragana,無くす,3,false
268,いつも,"[{""word"": ""いつもの店"", ""reading"": ""いつものみせ"", ""meaning"": ""the usual shop"", ""tags"": []}]","[{""word"": ""いつもの店"", ""reading"": ""いつものみせ"", ""meaning"": ""the usual shop"", ""tags"": []}, {""word"": ""いつものように"", ""reading"": ""いつものように"", ""meaning"": ""as always""}, {""word"": ""いつもの道"", ""reading"": ""いつものみち"", ""meaning"": ""the usual route""}]","[{""word"": ""いつむ"", ""reading"": ""いつむ"", ""meaning"": ""(non-word)""}, {""word"": ""いつぼ"", ""reading"": ""いつぼ"", ""meaning"": ""(non-word)""}, {""word"": ""いっも"", ""reading"": ""いっも"", ""meaning"": ""(non-word)""}]",1,Adverbs,always / usual,,native Japanese,hiragana,何時も,3,false
