id,kanji_list,kana_list,tokens
s1395,"[166, 75]",[99],"[{""kind"": ""word"", ""ja"": ""春"", ""reading"": ""はる"", ""en"": ""spring"", ""kanji"": [""春""], ""targets"": [166]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""たんぽぽ"", ""reading"": ""たんぽぽ"", ""en"": ""dandelions"", ""kanji"": [], ""targets"": [], ""kana_targets"": [99]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""多い"", ""reading"": ""おおい"", ""en"": ""everywhere"", ""kanji"": [""多""], ""targets"": [75]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1396,"[160, 289]",[100],"[{""kind"": ""word"", ""ja"": ""ねずみ"", ""reading"": ""ねずみ"", ""en"": ""mouse"", ""kanji"": [], ""targets"": [], ""kana_targets"": [100]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""足音"", ""reading"": ""あしおと"", ""en"": ""footsteps"", ""kanji"": [""足"", ""音""], ""targets"": [160, 289]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""particle"", ""kana"": ""しました""}]"
s1397,"[240, 283, 49]",[102],"[{""kind"": ""word"", ""ja"": ""たぬき"", ""reading"": ""たぬき"", ""en"": ""tanuki"", ""kanji"": [], ""targets"": [], ""kana_targets"": [102]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""田舎"", ""reading"": ""いなか"", ""en"": ""countryside"", ""kanji"": [""田"", ""舎""], ""targets"": [240, 283]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""道"", ""reading"": ""みち"", ""en"": ""road"", ""kanji"": [""道""], ""targets"": [49]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""particle"", ""kana"": ""いました""}]"
s1398,"[17, 58]","[104, 50]","[{""kind"": ""word"", ""ja"": ""らくだ"", ""reading"": ""らくだ"", ""en"": ""camels"", ""kanji"": [], ""targets"": [], ""kana_targets"": [104]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""水"", ""reading"": ""みず"", ""en"": ""water"", ""kanji"": [""水""], ""targets"": [17]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""たくさん"", ""reading"": ""たくさん"", ""en"": ""a lot"", ""kanji"": [], ""targets"": [], ""kana_targets"": [50]}, {""kind"": ""word"", ""ja"": ""飲みます"", ""reading"": ""のみます"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58], ""lemma"": ""飲む""}]"
s1399,"[18, 265, 57]",[105],"[{""kind"": ""word"", ""ja"": ""きりん"", ""reading"": ""きりん"", ""en"": ""giraffe"", ""kanji"": [], ""targets"": [], ""kana_targets"": [105]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""木"", ""reading"": ""き"", ""en"": ""tree"", ""kanji"": [""木""], ""targets"": [18]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""葉"", ""reading"": ""は"", ""en"": ""leaves"", ""kanji"": [""葉""], ""targets"": [265]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べます"", ""reading"": ""たべます"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57], ""lemma"": ""食べる""}]"
s1400,"[245, 30, 148, 269]",[106],"[{""kind"": ""word"", ""ja"": ""いるか"", ""reading"": ""いるか"", ""en"": ""dolphin"", ""kanji"": [], ""targets"": [], ""kana_targets"": [106]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""海"", ""reading"": ""うみ"", ""en"": ""sea"", ""kanji"": [""海""], ""targets"": [245]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""人気者"", ""reading"": ""にんきもの"", ""en"": ""popular one"", ""kanji"": [""人"", ""気"", ""者""], ""targets"": [30, 148, 269]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1401,"[164, 151]",[107],"[{""kind"": ""word"", ""ja"": ""さめ"", ""reading"": ""さめ"", ""en"": ""sharks"", ""kanji"": [], ""targets"": [], ""kana_targets"": [107]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""夜"", ""reading"": ""よる"", ""en"": ""night"", ""kanji"": [""夜""], ""targets"": [164]}, {""kind"": ""particle"", ""kana"": ""も""}, {""kind"": ""word"", ""ja"": ""休みません"", ""reading"": ""やすみません"", ""en"": ""dont rest"", ""kanji"": [""休""], ""targets"": [151], ""lemma"": ""休む""}]"
s1402,"[157, 42]",[108],"[{""kind"": ""word"", ""ja"": ""わに"", ""reading"": ""わに"", ""en"": ""crocodile"", ""kanji"": [], ""targets"": [], ""kana_targets"": [108]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""口"", ""reading"": ""くち"", ""en"": ""mouth"", ""kanji"": [""口""], ""targets"": [157]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""大きい"", ""reading"": ""おおきい"", ""en"": ""big"", ""kanji"": [""大""], ""targets"": [42]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1403,"[14, 78]",[110],"[{""kind"": ""word"", ""ja"": ""とかげ"", ""reading"": ""とかげ"", ""en"": ""lizard"", ""kanji"": [], ""targets"": [], ""kana_targets"": [110]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""日"", ""reading"": ""ひ"", ""en"": ""sun"", ""kanji"": [""日""], ""targets"": [14]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""好き"", ""reading"": ""すき"", ""en"": ""like"", ""kanji"": [""好""], ""targets"": [78]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1404,"[160, 8, 71]",[111],"[{""kind"": ""word"", ""ja"": ""たこ"", ""reading"": ""たこ"", ""en"": ""octopus"", ""kanji"": [], ""targets"": [], ""kana_targets"": [111]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""足"", ""reading"": ""あし"", ""en"": ""legs"", ""kanji"": [""足""], ""targets"": [160]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""八"", ""reading"": ""はっ"", ""en"": ""eight"", ""kanji"": [""八""], ""targets"": [8]}, {""kind"": ""word"", ""ja"": ""本"", ""reading"": ""ぽん"", ""en"": ""(counter: long thin objects)"", ""kanji"": [""本""], ""targets"": [71]}, {""kind"": ""particle"", ""kana"": ""あります""}]"
s1405,"[106, 57]",[112],"[{""kind"": ""word"", ""ja"": ""いか"", ""reading"": ""いか"", ""en"": ""squid"", ""kanji"": [], ""targets"": [], ""kana_targets"": [112]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""焼いて"", ""reading"": ""やいて"", ""en"": ""grill"", ""kanji"": [""焼""], ""targets"": [106], ""lemma"": ""焼く""}, {""kind"": ""word"", ""ja"": ""食べました"", ""reading"": ""たべました"", ""en"": ""ate"", ""kanji"": [""食""], ""targets"": [57], ""lemma"": ""食べる""}]"
s1406,[69],[113],"[{""kind"": ""word"", ""ja"": ""えび"", ""reading"": ""えび"", ""en"": ""shrimp"", ""kanji"": [], ""targets"": [], ""kana_targets"": [113]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""高い"", ""reading"": ""たかい"", ""en"": ""expensive"", ""kanji"": [""高""], ""targets"": [69]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1407,"[290, 175]",[114],"[{""kind"": ""word"", ""ja"": ""あり"", ""reading"": ""あり"", ""en"": ""ants"", ""kanji"": [], ""targets"": [], ""kana_targets"": [114]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""力持ち"", ""reading"": ""ちからもち"", ""en"": ""strong"", ""kanji"": [""力"", ""持""], ""targets"": [290, 175]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1408,"[167, 289]",[115],"[{""kind"": ""word"", ""ja"": ""せみ"", ""reading"": ""せみ"", ""en"": ""cicadas"", ""kanji"": [], ""targets"": [], ""kana_targets"": [115]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""夏"", ""reading"": ""なつ"", ""en"": ""summer"", ""kanji"": [""夏""], ""targets"": [167]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""音"", ""reading"": ""おと"", ""en"": ""sound"", ""kanji"": [""音""], ""targets"": [289]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1409,"[265, 39]",[116],"[{""kind"": ""word"", ""ja"": ""くも"", ""reading"": ""くも"", ""en"": ""spider"", ""kanji"": [], ""targets"": [], ""kana_targets"": [116]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""葉"", ""reading"": ""は"", ""en"": ""leaf"", ""kanji"": [""葉""], ""targets"": [265]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""上"", ""reading"": ""うえ"", ""en"": ""top"", ""kanji"": [""上""], ""targets"": [39]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""particle"", ""kana"": ""います""}]"
s1410,"[164, 60]",[117],"[{""kind"": ""word"", ""ja"": ""夜"", ""reading"": ""よる"", ""en"": ""night"", ""kanji"": [""夜""], ""targets"": [164]}, {""kind"": ""word"", ""ja"": ""ごきぶり"", ""reading"": ""ごきぶり"", ""en"": ""cockroach"", ""kanji"": [], ""targets"": [], ""kana_targets"": [117]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""出ました"", ""reading"": ""でました"", ""en"": ""appeared"", ""kanji"": [""出""], ""targets"": [60], ""lemma"": ""出る""}]"
s1411,"[158, 42]",[119],"[{""kind"": ""word"", ""ja"": ""ふくろう"", ""reading"": ""ふくろう"", ""en"": ""owls"", ""kanji"": [], ""targets"": [], ""kana_targets"": [119]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""目"", ""reading"": ""め"", ""en"": ""eyes"", ""kanji"": [""目""], ""targets"": [158]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""大きい"", ""reading"": ""おおきい"", ""en"": ""big"", ""kanji"": [""大""], ""targets"": [42]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1412,"[164, 258, 88]",[120],"[{""kind"": ""word"", ""ja"": ""こうもり"", ""reading"": ""こうもり"", ""en"": ""bats"", ""kanji"": [], ""targets"": [], ""kana_targets"": [120]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""夜"", ""reading"": ""よる"", ""en"": ""night"", ""kanji"": [""夜""], ""targets"": [164]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""動物"", ""reading"": ""どうぶつ"", ""en"": ""animals"", ""kanji"": [""動"", ""物""], ""targets"": [258, 88]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1413,[305],"[125, 20]","[{""kind"": ""word"", ""ja"": ""冷たい"", ""reading"": ""つめたい"", ""en"": ""cold"", ""kanji"": [""冷""], ""targets"": [305]}, {""kind"": ""word"", ""ja"": ""ラーメン"", ""reading"": ""らーめん"", ""en"": ""ramen"", ""kanji"": [], ""targets"": [], ""kana_targets"": [125]}, {""kind"": ""particle"", ""kana"": ""も""}, {""kind"": ""word"", ""ja"": ""うまい"", ""reading"": ""うまい"", ""en"": ""good"", ""kanji"": [], ""targets"": [], ""kana_targets"": [20]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1414,"[82, 259]",[126],"[{""kind"": ""word"", ""ja"": ""カステラ"", ""reading"": ""かすてら"", ""en"": ""castella"", ""kanji"": [], ""targets"": [], ""kana_targets"": [126]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""お茶"", ""reading"": ""おちゃ"", ""en"": ""tea"", ""kanji"": [""茶""], ""targets"": [82]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""合います"", ""reading"": ""あいます"", ""en"": ""go together"", ""kanji"": [""合""], ""targets"": [259], ""lemma"": ""合う""}]"
s1415,"[17, 58]",[128],"[{""kind"": ""word"", ""ja"": ""レモン"", ""reading"": ""れもん"", ""en"": ""lemon"", ""kanji"": [], ""targets"": [], ""kana_targets"": [128]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""水"", ""reading"": ""みず"", ""en"": ""water"", ""kanji"": [""水""], ""targets"": [17]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲みます"", ""reading"": ""のみます"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58], ""lemma"": ""飲む""}]"
s1416,[162],[129],"[{""kind"": ""word"", ""ja"": ""バナナ"", ""reading"": ""ばなな"", ""en"": ""banana"", ""kanji"": [], ""targets"": [], ""kana_targets"": [129]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""朝"", ""reading"": ""あさ"", ""en"": ""morning"", ""kanji"": [""朝""], ""targets"": [162]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""particle"", ""kana"": ""いい""}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1417,"[167, 85, 86]",[130],"[{""kind"": ""word"", ""ja"": ""トマト"", ""reading"": ""とまと"", ""en"": ""tomatoes"", ""kanji"": [], ""targets"": [], ""kana_targets"": [130]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""夏"", ""reading"": ""なつ"", ""en"": ""summer"", ""kanji"": [""夏""], ""targets"": [167]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""野菜"", ""reading"": ""やさい"", ""en"": ""vegetable"", ""kanji"": [""野"", ""菜""], ""targets"": [85, 86]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1418,[74],[131],"[{""kind"": ""word"", ""ja"": ""キャベツ"", ""reading"": ""きゃべつ"", ""en"": ""cabbage"", ""kanji"": [], ""targets"": [], ""kana_targets"": [131]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""安くて"", ""reading"": ""やすくて"", ""en"": ""cheap and"", ""kanji"": [""安""], ""targets"": [74], ""lemma"": ""安い""}, {""kind"": ""particle"", ""kana"": ""いい""}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1419,"[168, 104]",[132],"[{""kind"": ""word"", ""ja"": ""カボチャ"", ""reading"": ""かぼちゃ"", ""en"": ""pumpkin"", ""kanji"": [], ""targets"": [], ""kana_targets"": [132]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""秋"", ""reading"": ""あき"", ""en"": ""autumn"", ""kanji"": [""秋""], ""targets"": [168]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""味"", ""reading"": ""あじ"", ""en"": ""taste"", ""kanji"": [""味""], ""targets"": [104]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1420,"[39, 284]",[134],"[{""kind"": ""word"", ""ja"": ""ガラス"", ""reading"": ""がらす"", ""en"": ""glass"", ""kanji"": [], ""targets"": [], ""kana_targets"": [134]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""上"", ""reading"": ""うえ"", ""en"": ""top"", ""kanji"": [""上""], ""targets"": [39]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""花"", ""reading"": ""はな"", ""en"": ""flower"", ""kanji"": [""花""], ""targets"": [284]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""particle"", ""kana"": ""おきます""}]"
s1421,"[16, 101]",[136],"[{""kind"": ""word"", ""ja"": ""ロウソク"", ""reading"": ""ろうそく"", ""en"": ""candle"", ""kanji"": [], ""targets"": [], ""kana_targets"": [136]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""火"", ""reading"": ""ひ"", ""en"": ""flame"", ""kanji"": [""火""], ""targets"": [16]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""美しい"", ""reading"": ""うつくしい"", ""en"": ""beautiful"", ""kanji"": [""美""], ""targets"": [101]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1422,[34],"[137, 25]","[{""kind"": ""word"", ""ja"": ""マッチ"", ""reading"": ""まっち"", ""en"": ""matches"", ""kanji"": [], ""targets"": [], ""kana_targets"": [137]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""子ども"", ""reading"": ""こども"", ""en"": ""children"", ""kanji"": [""子""], ""targets"": [34]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""だめ"", ""reading"": ""だめ"", ""en"": ""not allowed"", ""kanji"": [], ""targets"": [], ""kana_targets"": [25]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1423,[1],"[138, 266]","[{""kind"": ""word"", ""ja"": ""ボタン"", ""reading"": ""ぼたん"", ""en"": ""button"", ""kanji"": [], ""targets"": [], ""kana_targets"": [138]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""一つ"", ""reading"": ""ひとつ"", ""en"": ""one"", ""kanji"": [""一""], ""targets"": [1]}, {""kind"": ""word"", ""ja"": ""つけました"", ""reading"": ""つけました"", ""en"": ""sewed on"", ""kanji"": [], ""targets"": [], ""kana_targets"": [266], ""lemma"": ""つける""}]"
s1424,"[16, 148]",[140],"[{""kind"": ""word"", ""ja"": ""ガス"", ""reading"": ""がす"", ""en"": ""gas"", ""kanji"": [], ""targets"": [], ""kana_targets"": [140]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""火"", ""reading"": ""ひ"", ""en"": ""flame"", ""kanji"": [""火""], ""targets"": [16]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""気"", ""reading"": ""き"", ""en"": ""care"", ""kanji"": [""気""], ""targets"": [148]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""particle"", ""kana"": ""つけます""}]"
s1425,"[40, 35, 144, 64]",[142],"[{""kind"": ""word"", ""ja"": ""ページ"", ""reading"": ""ぺーじ"", ""en"": ""page"", ""kanji"": [], ""targets"": [], ""kana_targets"": [142]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""下"", ""reading"": ""した"", ""en"": ""bottom"", ""kanji"": [""下""], ""targets"": [40]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""名前"", ""reading"": ""なまえ"", ""en"": ""name"", ""kanji"": [""名"", ""前""], ""targets"": [35, 144]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""書きます"", ""reading"": ""かきます"", ""en"": ""write"", ""kanji"": [""書""], ""targets"": [64], ""lemma"": ""書く""}]"
s1426,[60],"[146, 35]","[{""kind"": ""word"", ""ja"": ""ホコリ"", ""reading"": ""ほこり"", ""en"": ""dust"", ""kanji"": [], ""targets"": [], ""kana_targets"": [146]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""くしゃみ"", ""reading"": ""くしゃみ"", ""en"": ""sneeze"", ""kanji"": [], ""targets"": [], ""kana_targets"": [35]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""出ました"", ""reading"": ""でました"", ""en"": ""came out"", ""kanji"": [""出""], ""targets"": [60], ""lemma"": ""出る""}]"
s1427,"[186, 52, 60]",[147],"[{""kind"": ""word"", ""ja"": ""カッパ"", ""reading"": ""かっぱ"", ""en"": ""raincoat"", ""kanji"": [], ""targets"": [], ""kana_targets"": [147]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""着て"", ""reading"": ""きて"", ""en"": ""wear"", ""kanji"": [""着""], ""targets"": [186], ""lemma"": ""着る""}, {""kind"": ""word"", ""ja"": ""外"", ""reading"": ""そと"", ""en"": ""outside"", ""kanji"": [""外""], ""targets"": [52]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""出ます"", ""reading"": ""でます"", ""en"": ""go"", ""kanji"": [""出""], ""targets"": [60], ""lemma"": ""出る""}]"
s1428,"[297, 56]",[154],"[{""kind"": ""word"", ""ja"": ""カタログ"", ""reading"": ""かたろぐ"", ""en"": ""catalog"", ""kanji"": [], ""targets"": [], ""kana_targets"": [154]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""服"", ""reading"": ""ふく"", ""en"": ""clothes"", ""kanji"": [""服""], ""targets"": [297]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見ます"", ""reading"": ""みます"", ""en"": ""look at"", ""kanji"": [""見""], ""targets"": [56], ""lemma"": ""見る""}]"
s1429,"[94, 42]",[157],"[{""kind"": ""word"", ""ja"": ""アメリカ"", ""reading"": ""あめりか"", ""en"": ""America"", ""kanji"": [], ""targets"": [], ""kana_targets"": [157]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""車"", ""reading"": ""くるま"", ""en"": ""cars"", ""kanji"": [""車""], ""targets"": [94]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""大きい"", ""reading"": ""おおきい"", ""en"": ""big"", ""kanji"": [""大""], ""targets"": [42]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1430,"[149, 44]",[158],"[{""kind"": ""word"", ""ja"": ""イギリス"", ""reading"": ""いぎりす"", ""en"": ""Britain"", ""kanji"": [], ""targets"": [], ""kana_targets"": [158]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""雨"", ""reading"": ""あめ"", ""en"": ""rain"", ""kanji"": [""雨""], ""targets"": [149]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""国"", ""reading"": ""くに"", ""en"": ""country"", ""kanji"": [""国""], ""targets"": [44]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1431,"[221, 35]","[159, 121]","[{""kind"": ""word"", ""ja"": ""フランス"", ""reading"": ""ふらんす"", ""en"": ""France"", ""kanji"": [], ""targets"": [], ""kana_targets"": [159]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""パン"", ""reading"": ""ぱん"", ""en"": ""bread"", ""kanji"": [], ""targets"": [], ""kana_targets"": [121]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""有名"", ""reading"": ""ゆうめい"", ""en"": ""famous"", ""kanji"": [""有"", ""名""], ""targets"": [221, 35]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1432,[],"[160, 123, 20]","[{""kind"": ""word"", ""ja"": ""ドイツ"", ""reading"": ""どいつ"", ""en"": ""Germany"", ""kanji"": [], ""targets"": [], ""kana_targets"": [160]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""ビール"", ""reading"": ""びーる"", ""en"": ""beer"", ""kanji"": [], ""targets"": [], ""kana_targets"": [123]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""うまい"", ""reading"": ""うまい"", ""en"": ""good"", ""kanji"": [], ""targets"": [], ""kana_targets"": [20]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1433,[54],[161],"[{""kind"": ""word"", ""ja"": ""イタリア"", ""reading"": ""いたりあ"", ""en"": ""Italy"", ""kanji"": [], ""targets"": [], ""kana_targets"": [161]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行った"", ""reading"": ""いった"", ""en"": ""went"", ""kanji"": [""行""], ""targets"": [54], ""lemma"": ""行く""}, {""kind"": ""particle"", ""kana"": ""こと""}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""particle"", ""kana"": ""あります""}, {""kind"": ""particle"", ""kana"": ""か""}]"
s1434,"[59, 265, 191]",[162],"[{""kind"": ""word"", ""ja"": ""スペイン"", ""reading"": ""すぺいん"", ""en"": ""Spain"", ""kanji"": [], ""targets"": [], ""kana_targets"": [162]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""言葉"", ""reading"": ""ことば"", ""en"": ""language"", ""kanji"": [""言"", ""葉""], ""targets"": [59, 265]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""習います"", ""reading"": ""ならいます"", ""en"": ""learn"", ""kanji"": [""習""], ""targets"": [191], ""lemma"": ""習う""}]"
s1435,"[204, 44]",[163],"[{""kind"": ""word"", ""ja"": ""ロシア"", ""reading"": ""ろしあ"", ""en"": ""Russia"", ""kanji"": [], ""targets"": [], ""kana_targets"": [163]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""広い"", ""reading"": ""ひろい"", ""en"": ""vast"", ""kanji"": [""広""], ""targets"": [204]}, {""kind"": ""word"", ""ja"": ""国"", ""reading"": ""くに"", ""en"": ""country"", ""kanji"": [""国""], ""targets"": [44]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1436,"[284, 221, 35]",[164],"[{""kind"": ""word"", ""ja"": ""オランダ"", ""reading"": ""おらんだ"", ""en"": ""Netherlands"", ""kanji"": [], ""targets"": [], ""kana_targets"": [164]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""花"", ""reading"": ""はな"", ""en"": ""flowers"", ""kanji"": [""花""], ""targets"": [284]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""有名"", ""reading"": ""ゆうめい"", ""en"": ""famous"", ""kanji"": [""有"", ""名""], ""targets"": [221, 35]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s1437,"[254, 219, 78]",[165],"[{""kind"": ""word"", ""ja"": ""インド"", ""reading"": ""いんど"", ""en"": ""India"", ""kanji"": [], ""targets"": [], ""kana_targets"": [165]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""料理"", ""reading"": ""りょうり"", ""en"": ""food"", ""kanji"": [""料"", ""理""], ""targets"": [254, 219]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""好き"", ""reading"": ""すき"", ""en"": ""like"", ""kanji"": [""好""], ""targets"": [78]}, {""kind"": ""particle"", ""kana"": ""です""}, {""kind"": ""particle"", ""kana"": ""か""}]"
s1438,"[59, 265, 75]",[166],"[{""kind"": ""word"", ""ja"": ""アジア"", ""reading"": ""あじあ"", ""en"": ""Asia"", ""kanji"": [], ""targets"": [], ""kana_targets"": [166]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""言葉"", ""reading"": ""ことば"", ""en"": ""languages"", ""kanji"": [""言"", ""葉""], ""targets"": [59, 265]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""多い"", ""reading"": ""おおい"", ""en"": ""many"", ""kanji"": [""多""], ""targets"": [75]}, {""kind"": ""particle"", ""kana"": ""です""}]"
